horizon,lower90,lower68,median,upper68,upper90,p,rho,alpha,application,information_set,info_set_label,shock
3,-0.000714624039375396,6.89466426782037e-05,0.00126747621171291,0.00258405189071472,0.00351418857961845,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
4,-0.00122814015440014,-0.000252505911793368,0.00121754088066532,0.0028652090798061,0.00400547122499312,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
5,-0.00192627902067582,-0.000765929782423119,0.000991283128735017,0.00298454125050795,0.00447156618933537,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
6,-0.00215277900660954,-0.000867994375274904,0.00110446051605927,0.0034469544981068,0.0052712056217603,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
7,-0.00245008954965446,-0.000997638546166006,0.00118622480586352,0.00385984077378677,0.00602153327398858,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
8,-0.00269685864888135,-0.00113182060298378,0.00125395200722669,0.00420413826254389,0.00667150970560413,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
9,-0.00291031881927677,-0.00124166843028295,0.00128454920270974,0.00447860474560076,0.00724571760512125,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
10,-0.00312077474141804,-0.00133874968425421,0.00131335743864781,0.00471559774644545,0.00773242573732225,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
11,-0.00331751231812488,-0.00146070887817122,0.0013155680554789,0.00489661961172372,0.00813949161943566,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
12,-0.0035057436943163,-0.00154255027520888,0.00132033066901826,0.00502786508869088,0.00849502561515876,0.032044375,0.0505897868442961,0.99,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
0,-0.000273232989151003,0,0.00048486518631498,0.00122438110125503,0.00168532867227769,0.032044375,0.0505897868442961,0.999,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
1,7.21658476822181e-05,0.000690650350568877,0.00170780079806582,0.00287622917496296,0.00362040953554938,0.032044375,0.0505897868442961,0.999,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
2,-0.000181762223619802,0.000566714427998407,0.00172594217657138,0.00296919341072986,0.00385180631005284,0.032044375,0.0505897868442961,0.999,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
3,-0.000842750981871223,8.05829435036126e-05,0.00148226676474552,0.00301026239298605,0.00409169674388948,0.032044375,0.0505897868442961,0.999,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
4,-0.00146621798585607,-0.000299620168758137,0.00143995592644204,0.00337716435638431,0.00470983215487027,0.032044375,0.0505897868442961,0.999,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
5,-0.00233050908507795,-0.000927386373409897,0.0011847632016342,0.00355158828206355,0.00531720015126453,0.032044375,0.0505897868442961,0.999,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
6,-0.00264805181940485,-0.00105003801828856,0.00133330148068779,0.00413369177650704,0.0063233989107979,0.032044375,0.0505897868442961,0.999,dralacbn,real_side_lighter,Real-side (lighter),2001Q3
