horizon,lower90,lower68,median,upper68,upper90,p,rho,alpha,application,information_set,info_set_label,shock
8,-0.00100450378151536,-0.000387648463562702,0.000418903389710176,0.00123002324377073,0.00185109994483488,0.032044375,0.0505897868442961,0.999,dralacbn,real_side,Real-side,one_sd
9,-0.00117527345318652,-0.000475950412302911,0.000391721169678175,0.00127797503285536,0.00197513332293966,0.032044375,0.0505897868442961,0.999,dralacbn,real_side,Real-side,one_sd
10,-0.00132123853181535,-0.000561976825193312,0.000354727578344913,0.0013104046153,0.00210105741337669,0.032044375,0.0505897868442961,0.999,dralacbn,real_side,Real-side,one_sd
11,-0.00148095657441304,-0.000650030781578755,0.000322868227777866,0.00133387041953295,0.00220497156424234,0.032044375,0.0505897868442961,0.999,dralacbn,real_side,Real-side,one_sd
12,-0.00163515158551915,-0.000721730220048147,0.000291382092622389,0.00135726271826983,0.00227941153253933,0.032044375,0.0505897868442961,0.999,dralacbn,real_side,Real-side,one_sd
0,-0.000168130630241141,0.000139164886406146,0.000662890735623969,0.00127261532264614,0.00174641852813945,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
1,0.000635346961584996,0.00117098689280616,0.00208117611059293,0.00317108619225112,0.0040146979181759,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
2,0.000193724287252866,0.000968189341697103,0.00218732393863047,0.00363290143708635,0.00472970951972959,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
3,-0.00014144156420831,0.000868011204017576,0.00249686521059141,0.00442627213239876,0.00581184846683995,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
4,-0.000972691589308027,0.00023983650722723,0.00216177726206735,0.00448684741506657,0.00624027463635012,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
5,-0.00196850376724198,-0.000569854619917522,0.00169191916971424,0.00435597346045076,0.00649706481768437,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
6,-0.00239052185046653,-0.000805854058539497,0.00168835040370524,0.00474579935009292,0.00733820594730046,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
7,-0.00274692929517761,-0.00100854320918643,0.00172081058055109,0.00512226977388568,0.00818284369641167,0.032044375,0.0505897868442961,0.99,dralacbn,real_side,Real-side,2001Q3
