horizon,lower90,lower68,median,upper68,upper90,p,rho,alpha,application,information_set,info_set_label,shock
0,-0.000248043459766706,-4.84780252196823e-05,0.000221981489512251,0.000495536344750031,0.000692435921501565,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
1,2.788767450918e-05,0.000313937507665633,0.000728644143010946,0.00115484607751843,0.0014665690645083,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
2,-0.000244265075284221,0.000118577740465868,0.000656368291210682,0.00122720239231834,0.00165087675665174,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
3,-0.000539338414335118,-5.01921920383144e-05,0.000645945585596677,0.00137632870660236,0.00196110860274181,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
4,-0.000975946067687005,-0.000377143816762335,0.00043871889985056,0.0012579926945284,0.00188915269335363,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
5,-0.00174089687676657,-0.00101807859073054,-4.57679088633062e-05,0.000867041328314174,0.00155676444499624,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
6,-0.0018373837738528,-0.00108129934385325,-0.000112369558699459,0.00079862867964659,0.00147883308662728,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
7,-0.00208989920616602,-0.00127075084707593,-0.000273435073256768,0.000645788356097408,0.00133719293491005,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
8,-0.00219189061032411,-0.00132573400113702,-0.000318244849122323,0.000576917842269599,0.00126304101710564,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
9,-0.0022438766928253,-0.00132695974249104,-0.000340459675023552,0.000522781295856721,0.00119972063457317,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
10,-0.00220556673912539,-0.00126824096998284,-0.000324192203711188,0.000498875438370711,0.00117150624652521,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
11,-0.00210091387791453,-0.00119188289349394,-0.000292693483844853,0.000485336700530002,0.00113678460679799,0.032044375,0.0505897868442961,0.999,dralacbn,monetary,Monetary,one_sd
