application,information_set,shock,alpha,peak_median,peak_horizon,lower68,upper68
dralacbn,real_side,one_sd,0.99,0.00049994073295527,3,0.000186946106219358,0.000820447664463289
dralacbn,real_side,one_sd,0.999,0.000562482710056952,3,0.00021626626399148,0.000900168064305932
dralacbn,real_side,2001Q3,0.99,0.00249686521059141,3,0.000868011204017576,0.00442627213239876
dralacbn,real_side,2001Q3,0.999,0.0028911645995179,3,0.0010113240250077,0.00512823977071419
